pl_name,pl_rade,pl_radj,pl_bmasse,pl_orbsmax,pl_orbper,discoverymethod,disc_year
"HD 217107 c",,,1388.91013859,5.9220000000,5138.70000000000,"Radial Velocity",2005
"K2-419 A b",10.55000000,0.94100000,196.00000000,0.1208000000,20.35847252000,"Transit",2024
"Kapteyn c",,,7.00000000,0.3110000000,121.54000000000,"Radial Velocity",2014
"HD 92788 b",,,1195.04080000,0.9700000000,325.80300000000,"Radial Velocity",2000
"Kepler-715 b",3.75000000,0.33455259,,,10.00652995000,"Transit",2016
"Kepler-1629 b",0.77000000,0.06869480,,,3.87595807000,"Transit",2016
"Kepler-357 d",3.43000000,0.30600000,,0.2460000000,49.49987500000,"Transit",2014
"Kepler-510 b",2.47000000,0.22035864,,,19.55659418000,"Transit",2016
"Kepler-1919 b",2.62390658,0.23408967,,,37.88660049000,"Transit",2021
"KMT-2021-BLG-0736L b",,,21.00000000,4.0000000000,,"Microlensing",2025
"K2-190 c",1.09308317,0.09751835,,,21.57402300000,"Transit",2018
"HD 13931 b",,,699.22600000,5.1500000000,4218.00000000000,"Radial Velocity",2009
"Kepler-1388 e",2.46000000,0.21946650,,,37.63270840000,"Transit",2016
"K2-43 c",2.42000000,0.21589794,,,2.19888400000,"Transit",2019
"WASP-23 b",10.78300000,0.96200000,280.95000000,0.0376000000,2.94442560000,"Transit",2010
"Kepler-732 b",2.18000000,0.19448657,,,9.46781404800,"Transit",2016
"TOI-7008 b",4.94735276,0.44137401,,,0.84069041367,"Transit",2026
"Kepler-185 c",2.02000000,0.18000000,,0.1390000000,20.72904200000,"Transit",2014
"TOI-1227 b",9.57246952,0.85400000,,0.0886000000,27.36397000000,"Transit",2022
"KMT-2020-BLG-0202L b",,,3902.93283796,4.1700000000,,"Microlensing",2026
"KOI-7368 b",2.22000000,0.19800000,,,6.84303440000,"Transit",2022
"Kepler-1225 b",1.82000000,0.16236952,,,7.01075434000,"Transit",2016
"Kepler-1039 b",1.46000000,0.13025248,,,0.93488424200,"Transit",2016
"Kepler-407 c",,,4000.00000000,,3000.00000000000,"Radial Velocity",2014
"Kepler-971 b",2.13000000,0.19002587,,,9.59070716000,"Transit",2016
"Kepler-1967 b",0.73022577,0.06514649,,,7.28169012100,"Transit",2021
"Kepler-154 c",2.95000000,0.26300000,,0.3030000000,62.30327600000,"Transit",2014
"GJ 251 c",,,3.88000000,0.1960000000,53.64700000000,"Radial Velocity",2025
"HD 188015 b",,,476.72000000,1.2030000000,461.20000000000,"Radial Velocity",2004
"Kepler-419 c",,,2320.10000000,1.6800000000,675.47000000000,"Transit Timing Variations",2014
"TOI-2081 b",2.04000000,0.18199692,,0.0752000000,10.50534000000,"Transit",2022
"Kepler-1133 b",1.97000000,0.17575163,,,11.55562343000,"Transit",2016
"BEBOP-4 AB b",,,8358.88710410,3.6340000000,1823.50000000000,"Radial Velocity",2025
"Kepler-1875 b",3.22686692,0.28788228,,,34.45859909000,"Transit",2021
"BEBOP-3 b",,,177.34825111,1.4440000000,547.00000000000,"Radial Velocity",2025
"K2-49 b",1.93000000,0.17218307,,0.0309000000,2.77065000000,"Transit",2016
"TOI-5630 b",2.37117553,0.21154248,,,3.22118452536,"Transit",2026
"Kepler-171 c",2.56000000,0.22800000,,0.0980000000,11.46346200000,"Transit",2014
"Kepler-1174 b",1.59000000,0.14185030,,,6.89225223000,"Transit",2016
"Kepler-354 d",1.24000000,0.11100000,,0.1460000000,24.20984200000,"Transit",2014
"TOI-4734 b",10.91754720,0.97400000,61.65871096,0.0740000000,6.23563300000,"Transit",2025
"HD 33283 b",,,104.56607000,0.1508000000,18.19910000000,"Radial Velocity",2006
"WASP-82 b",18.15858000,1.62000000,371.86110000,,2.70579000000,"Transit",2015
"WASP-117 b",11.88154000,1.06000000,95.34900000,,10.02165000000,"Transit",2014
"Kepler-328 b",2.30000000,0.20500000,28.50000000,,34.92100000000,"Transit",2013
"Kepler-652 b",2.49000000,0.22214292,,,4.18200253100,"Transit",2016
"HD 213519 b",,,9.21702380,0.0990000000,11.12214000000,"Radial Velocity",2022
"Kepler-1302 b",1.43000000,0.12757605,,,8.83922659000,"Transit",2016
"HD 15906 c",2.93000000,0.26139754,,0.1410000000,21.58329800000,"Transit",2023
"HD 125390 b",,,8646.20398403,3.4960000000,1757.39151000000,"Radial Velocity",2019
"HD 7924 d",,,6.44000000,0.1551000000,24.45100000000,"Radial Velocity",2015
"Kepler-352 d",0.80628032,0.07193164,,,6.88727998700,"Transit",2021
"HD 176986 d",,,6.76000000,0.2814900000,61.37600000000,"Radial Velocity",2026
"TOI-2019 b",5.33275337,0.47575721,34.40000000,0.1280000000,15.34440000000,"Transit",2024
"K2-411 b",0.98980000,0.08830419,,0.0511000000,3.21410000000,"Transit",2022
"HD 94890 c",,,2831.85110637,4.3300000000,2492.19000000000,"Radial Velocity",2025
"KMT-2021-BLG-1898L b",,,232.01473711,1.9000000000,,"Microlensing",2022
"Kepler-176 e",1.45000000,0.12936034,,,51.16579000000,"Transit",2016
"HD 153557 b",,,20.34101805,0.0680000000,7.29903000000,"Radial Velocity",2022
"TIC 77552382 b",5.69176189,0.50778586,,,3.51025904942,"Transit",2026
"TOI-1230.01",2.38627705,0.21288975,,,25.05734661842,"Transit",2021
"Pr0211 b",,,597.52040000,0.0317600000,2.14610000000,"Radial Velocity",2012
"HD 96127 b",,,1207.74794660,1.4100000000,638.90000000000,"Radial Velocity",2011
"Kepler-1111 b",2.00000000,0.17842805,,,8.79617863000,"Transit",2016
"GJ 1148 b",,,96.70000000,0.1660000000,41.38000000000,"Radial Velocity",2010
"HD 22496 b",,,5.57000000,0.0510000000,5.09071000000,"Radial Velocity",2021
"Kepler-144 c",1.35000000,0.12000000,,0.0940000000,10.10466500000,"Transit",2014
"Kepler-1598 b",0.95000000,0.08475332,,,4.34195123000,"Transit",2016
"Kepler-78 b",1.20100000,0.10714623,1.68000000,0.0090100000,0.35500745000,"Transit",2013
"Kepler-1004 b",6.28000000,0.56026407,,,5.28789787000,"Transit",2016
"Kepler-130 b",1.02000000,0.09100000,,0.0790000000,8.45745800000,"Transit",2014
"Kepler-1126 b",1.73000000,0.15434026,,,108.59332900000,"Transit",2016
"Kepler-26 b",2.78000000,0.24801499,5.12000000,,12.28000000000,"Transit",2011
"Kepler-52 c",1.84000000,0.16400000,45.40000000,,16.38500210000,"Transit",2012
"Kepler-1918 b",2.29763023,0.20498119,,,47.05640030000,"Transit",2021
"Kepler-1416 b",0.88000000,0.07850834,,,1.49514952000,"Transit",2016
"TOI-1772.01",2.90500000,0.25916719,,0.0783750000,8.05424687400,"Transit",2024
"HD 30177 b",,,2622.08435775,3.4900000000,2539.00000000000,"Radial Velocity",2002
"Kepler-147 b",1.53000000,0.13600000,,0.1130000000,12.61058400000,"Transit",2014
"HD 87816 c",,,3877.50656540,10.1400000000,7596.00000000000,"Radial Velocity",2025
"K2-42 b",2.15000000,0.19181015,,0.0617000000,6.68796000000,"Transit",2016
"KELT-18 b",17.59813000,1.57000000,375.03940000,0.0455000000,2.87175180000,"Transit",2017
"Kepler-1762 b",2.76022913,0.24625157,,,29.53910065000,"Transit",2021
"Kepler-1988 b",1.53000000,0.13649769,,0.1038000000,11.49500229000,"Transit",2023
"HD 125271 b",,,3465.60094993,10.8170000000,14901.99295000000,"Radial Velocity",2022
"Kepler-444 d",0.53000000,0.04700000,,0.0600000000,6.18939200000,"Transit",2015
"Kepler-451 d",,,559.37799632,,43.00000000000,"Eclipse Timing Variations",2022
"Kepler-1124 b",1.28000000,0.11419395,,,2.85234897500,"Transit",2016
"Kepler-178 d",3.95000000,0.35200000,,0.3970000000,96.67898800000,"Transit",2014
"K2-32 d",3.48400000,0.31082220,6.70000000,0.1842200000,31.71701000000,"Transit",2016
"K2-366 b",2.35900000,0.21045625,,,15.93703900000,"Transit",2022
"HD 10442 b",,,472.61321000,2.0100000000,1032.30000000000,"Radial Velocity",2014
"HD 14067 b",,,4862.77462710,5.1500000000,2744.00000000000,"Radial Velocity",2014
"7 CMa c",,,276.51210000,2.1530000000,996.00000000000,"Radial Velocity",2019
"kap CrB b",,,483.73483545,2.5000000000,1253.68000000000,"Radial Velocity",2007
"Kepler-276 c",2.90000000,0.25900000,16.60000000,,31.88400000000,"Transit",2013
"Kepler-487 d",2.77513568,0.24758145,,,2.41839003600,"Transit",2021
"HATS-30 b",13.17057500,1.17500000,224.38798000,0.0435400000,3.17435160000,"Transit",2016
"Kepler-656 c",1.41000000,0.12579199,,0.0602000000,5.25449393000,"Transit",2023
"Kepler-67 b",2.94000000,0.26200000,,0.1171000000,15.72590000000,"Transit",2013
"Kepler-349 c",1.96000000,0.17500000,,0.1050000000,12.24762900000,"Transit",2014
"Kepler-1873 b",1.62573811,0.14503889,,,0.55884200300,"Transit",2021
"Kepler-1165 b",1.55000000,0.13828174,,,9.47852200000,"Transit",2016
"Kepler-1774 b",3.18179549,0.28386127,,,59.77080154000,"Transit",2021
"HD 202772 A b",18.23701160,1.62700000,323.54931833,0.0520800000,3.30887750000,"Transit",2019
"Kepler-1326 b",4.18000000,0.37291462,,,42.35142670000,"Transit",2016
"Kepler-1051 b",3.40000000,0.30332768,,,25.96200249000,"Transit",2016
"Kepler-788 b",2.55000000,0.22749576,,,8.39846269000,"Transit",2016
"HIP 70849 b",,,1430.22783150,3.9900000000,3649.00000000000,"Radial Velocity",2011
"HATS-28 b",13.38354600,1.19400000,213.58176000,0.0413100000,3.18107810000,"Transit",2016
"HD 153557 d",,,8725.66108578,21.4490000000,40654.64809000000,"Radial Velocity",2022
"Kepler-251 d",2.77000000,0.24700000,,0.1820000000,30.13300100000,"Transit",2014
"Kepler-32 f",0.82000000,0.07315550,,0.0130000000,0.74296000000,"Transit",2012
"Kepler-1592 b",1.54000000,0.13738960,,,3.05710069000,"Transit",2016
"Kepler-283 c",1.82000000,0.16200000,,0.3410000000,92.74371100000,"Transit",2014
"Kepler-621 b",2.30000000,0.20519226,,,2.62811374600,"Transit",2016
"TOI-2141 d",,,14.90000000,0.2906000000,60.45000000000,"Radial Velocity",2025
"Kepler-436 c",2.33000000,0.20786868,,,16.79713874000,"Transit",2016
"Kepler-428 b",12.11000000,1.08000000,403.63000000,0.0433000000,3.52563254000,"Transit",2014
"TOI-6041 c",,,77.90000000,0.3721000000,88.00000000000,"Radial Velocity",2025
"Kepler-1346 b",1.58000000,0.14095816,,,3.40165668000,"Transit",2016
"OGLE-2015-BLG-1649L b",,,807.00000000,2.0700000000,,"Microlensing",2019
"Kepler-445 b",1.58000000,0.14000000,,,2.98415100000,"Transit",2015
"Kepler-678 b",5.14000000,0.45856009,,,7.27503724000,"Transit",2016
"Kepler-169 c",1.21000000,0.10800000,,0.0620000000,6.19546900000,"Transit",2014
"K2-407 b",1.28300000,0.11446179,,,4.94190700000,"Transit",2022
"HD 30856 b",,,491.68301000,1.8500000000,847.00000000000,"Radial Velocity",2011
"Kepler-1021 b",2.33000000,0.20786868,,,13.47469571000,"Transit",2016
"Kepler-1649 c",1.06000000,0.09456687,,,19.53527000000,"Transit",2020
"GJ 4274 b",,,2.97000000,0.0153000000,1.63390000000,"Radial Velocity",2026
"Kepler-80 g",1.13000000,0.10081185,,,14.64558000000,"Transit",2017
"TOI-6016 b",13.67495645,1.22000000,371.85923619,0.0550000000,4.02368700000,"Transit",2024
"Kepler-296 f",1.80000000,0.16058524,,0.2550000000,63.33627000000,"Transit",2014
"TOI-4406 b",11.20898070,1.00000000,95.34852210,0.2010000000,30.08364000000,"Transit",2023
"TOI-4155 b",3.21000000,0.28637751,,,3.32072900000,"Transit",2025
"Kepler-185 b",1.17000000,0.10400000,,0.0260000000,1.63290000000,"Transit",2014
"Kepler-1996 b",2.26000000,0.20162404,,0.1789000000,32.37618300000,"Transit",2023
"Kepler-1357 b",1.28000000,0.11419395,,,3.00913240000,"Transit",2016
"LkCa 15 c",,,,18.6000000000,,"Imaging",2015
"Kepler-1353 b",1.80000000,0.16058524,,,24.75439660000,"Transit",2016
"TOI-1238 b",1.21000000,0.10794916,3.76000000,0.0139000000,0.76459700000,"Transit",2022
"Kepler-1982 b",0.77000000,0.06869492,,0.0511000000,3.82315697000,"Transit",2023
"K2-88 b",1.23000000,0.10973325,,0.0345000000,4.61220000000,"Transit",2016
"Ross 176 b",1.84000000,0.16415409,4.57000000,0.0464000000,5.00663380000,"Transit",2025
"Kepler-663 b",2.60000000,0.23195646,,,4.99678284000,"Transit",2016
"Kepler-258 c",3.61000000,0.32200000,,0.1930000000,33.65307900000,"Transit",2014
"XO-6 b",23.20263000,2.07000000,1398.45200000,0.0815000000,3.76500070000,"Transit",2016
"Kepler-1176 b",2.45000000,0.21857436,,,24.17385790000,"Transit",2016
"K2-388 b",3.90000000,0.34793529,,,6.33932000000,"Transit",2022
"HD 218566 b",,,63.56600000,0.6900000000,225.70000000000,"Radial Velocity",2010
"K2-72 e",1.29000000,0.11508609,,0.1060000000,24.15886800000,"Transit",2016
"Kepler-1145 b",1.40000000,0.12489963,,,3.97076766000,"Transit",2016
"TOI-1107 b",14.57167491,1.30000000,1064.72516345,0.0561000000,4.07823870000,"Transit",2022
"Kepler-440 b",1.86000000,0.17000000,,0.2420000000,101.11141000000,"Transit",2015
"TOI-1411 b",1.19880592,0.10695049,2.00000000,0.0212200000,1.45205270000,"Transit",2022
"HD 158259 f",,,6.14000000,,12.02800000000,"Radial Velocity",2020
"Kepler-785 b",13.02000000,1.16156660,,,1.97376092600,"Transit",2016
"TOI-1233.01",2.53900000,0.22651441,,0.1074000000,14.17568500000,"Transit",2021
"TOI-5624 e",3.24700000,0.28967844,8.90000000,0.1439000000,21.48993600000,"Transit",2026
"HD 21411 b",,,65.90000000,0.3620000000,84.28800000000,"Radial Velocity",2019
"Kepler-1077 b",2.77000000,0.24712285,,,34.35118740000,"Transit",2016
"TOI-2049 b",16.64533634,1.48500000,486.27746271,0.0691900000,5.30346800000,"Transit",2026
"KMT-2016-BLG-2397L b",,,836.00000000,3.6400000000,,"Microlensing",2020
"K2-59 c",2.30000000,0.20519226,,0.0905000000,11.29540000000,"Transit",2016
"Qatar-9 b",11.30988100,1.00900000,378.21770000,0.0234000000,1.54073100000,"Transit",2019
"TIC 86380416 b",2.41236120,0.21521682,,,6.04086434610,"Transit",2026
"K2-263 b",2.51300000,0.22419523,15.40000000,0.2573000000,50.81917200000,"Transit",2018
"HD 81688 b",,,525.68818518,0.6480000000,183.93000000000,"Radial Velocity",2007
"HIP 14810 b",,,1239.53700000,0.0696000000,6.67389200000,"Radial Velocity",2005
"Kepler-1081 b",1.01000000,0.09010616,,,3.85691854700,"Transit",2016
"ome Ser b",,,233.92170755,0.8380000000,278.59000000000,"Radial Velocity",2013
"Kepler-640 b",2.56000000,0.22838790,,,22.24813967000,"Transit",2016
"K2-157 b",0.93500000,0.08340000,1.14000000,0.0096200000,0.36525750000,"Transit",2018
"Kepler-1129 b",2.96000000,0.26407351,,,24.33978040000,"Transit",2016
"Kepler-212 c",2.74000000,0.24400000,,0.2070000000,31.80517400000,"Transit",2014
"TOI-3862 b",5.53000000,0.49300000,53.70000000,0.0253900000,1.55745774000,"Transit",2026
"Qatar-1 b",12.81188700,1.14300000,411.27202000,0.0233200000,1.42002420000,"Transit",2010
"K2-257 b",0.83000000,0.07404764,,0.0216000000,1.60588000000,"Transit",2018
"HD 5278 b",2.45000000,0.21857474,7.80000000,0.1202000000,14.33915600000,"Transit",2021
"TOI-1248 b",6.80848590,0.60741347,27.40000000,0.0510000000,4.36015610000,"Transit",2024
"TOI-4582 b",10.53644186,0.94000000,168.44905571,,31.03400000000,"Transit",2023
"TOI-4364 b",2.01000000,0.17932050,,0.0475300000,5.42401900000,"Transit",2025
"Kepler-6 b",14.61653600,1.30400000,212.31044000,0.0485200000,3.23469960000,"Transit",2009
"EPIC 212297394 b",1.48000000,0.13203698,,,2.28936300000,"Transit",2019
"HATS-33 b",13.78707000,1.23000000,378.85336000,0.0372700000,2.54955510000,"Transit",2016
"TOI-5126 c",3.86000000,0.34436673,,0.1439000000,17.89990000000,"Transit",2023
"Kepler-334 b",1.12000000,0.10000000,,0.0610000000,5.47031900000,"Transit",2014
"TOI-6008 b",1.03000000,0.09189060,4.00000000,0.0107770000,0.85743470000,"Transit",2024
"HD 181433 c",,,235.50000000,1.8850000000,1018.50000000000,"Radial Velocity",2008
"HD 104067 c",,,13.20000000,0.1058000000,13.89920000000,"Radial Velocity",2024
"WASP-175 b",13.54047200,1.20800000,314.65170000,0.0440300000,3.06529070000,"Transit",2019
"KELT-19 A b",21.40919000,1.91000000,1293.56810000,0.0637000000,4.61170930000,"Transit",2017
"Kepler-29 c",2.34000000,0.20876082,4.50000000,,13.28613000000,"Transit",2011
"HIP 5763 b",,,162.09248757,0.1700000000,30.01400000000,"Radial Velocity",2021
"TOI-4363 b",1.76689273,0.15763188,,,2.11867592279,"Transit",2026
"GJ 15 A c",,,36.00000000,5.4000000000,7600.00000000000,"Radial Velocity",2018
"Kepler-129 c",2.52000000,0.22481973,43.00000000,0.3900000000,82.20000000000,"Transit",2014
"TOI-6564 b",16.39873876,1.46300000,222.16205649,0.0542000000,3.98541300000,"Transit",2026
"TOI-4747 b",3.95803201,0.35311257,,,5.21924158592,"Transit",2026
"Kepler-201 b",2.46000000,0.21900000,,0.1750000000,25.67208300000,"Transit",2014
"TOI-799 b",2.06631784,0.18434485,,,5.54519139676,"Transit",2026
"HIP 65407 b",,,136.03124000,0.1770000000,28.12500000000,"Radial Velocity",2016
"Kepler-523 b",1.96000000,0.17485949,,,5.83598311100,"Transit",2016
"Kepler-319 c",2.63000000,0.23500000,,0.0690000000,6.94135700000,"Transit",2014
"HN Lib b",,,5.46000000,0.1417000000,36.11600000000,"Radial Velocity",2023
"Kepler-119 b",3.60000000,0.32100000,,0.0350000000,2.42208200000,"Transit",2014
"TOI-411 b",1.36200000,0.12150971,13.71000000,0.0572700000,4.04029500000,"Transit",2022
"Kepler-495 b",5.23000000,0.46658935,,,3.41303622100,"Transit",2016
"Kepler-1501 b",1.56000000,0.13917388,,,14.55645330000,"Transit",2016
"Kepler-126 d",2.50000000,0.22300000,,0.4480000000,100.28313400000,"Transit",2014
"HD 41004 A b",,,807.25000000,,963.00000000000,"Radial Velocity",2004
"HD 11964 c",,,25.00000000,0.2290000000,37.91000000000,"Radial Velocity",2008
"Kepler-812 b",3.55000000,0.31670979,,,10.11716531000,"Transit",2016
"Kepler-1495 b",2.94000000,0.26228923,,,85.27325600000,"Transit",2016
"NGTS-13 b",12.80067800,1.14200000,1538.29720000,0.0549000000,4.11902700000,"Transit",2021
"Kepler-273 b",1.50000000,0.13400000,,0.0370000000,2.93653200000,"Transit",2014
"HD 162020 b",,,3127.44720000,0.0800000000,8.42820000000,"Radial Velocity",2002
"HAT-P-37 b",13.20400000,1.17800000,371.52800000,0.0379000000,2.79743600000,"Transit",2011
"PSR J1719-1438 b",,,382.80000000,0.0044000000,0.09070629300,"Pulsar Timing",2011
"Kepler-1827 b",1.85644292,0.16562103,,,3.70061993600,"Transit",2021
"Kepler-242 b",2.61000000,0.23300000,,0.0750000000,8.20395000000,"Transit",2014
"Kepler-324 c",3.15000000,0.28100000,,0.2600000000,51.80561200000,"Transit",2014
"TOI-6330 b",10.89000000,0.97200000,3179.00000000,0.0576300000,6.85002460000,"Transit",2025
"LkCa 15 b",,,,14.7000000000,,"Imaging",2015
"Kepler-1178 b",1.07000000,0.09545901,,,31.80634000000,"Transit",2016
"K2-357 b",3.72000000,0.33187674,,0.1450000000,16.34886370000,"Transit",2021
"Kepler-120 c",1.53000000,0.13600000,,0.0880000000,12.79458500000,"Transit",2014
"Kepler-296 e",1.53000000,0.13649746,,0.1690000000,34.14211000000,"Transit",2014
"Kepler-282 e",3.10000000,0.27700000,56.20000000,,44.34700000000,"Transit",2013
"K2-325 b",2.20000000,0.19627085,,0.0419000000,6.93000000000,"Transit",2020
"HIP 74890 b",,,762.79200000,2.1000000000,822.30000000000,"Radial Velocity",2016
"Gaia-1 b",13.77583728,1.22900000,533.95172376,0.0404700000,3.05252400000,"Transit",2022
"Kepler-360 b",1.65000000,0.14700000,,0.0440000000,3.28967200000,"Transit",2014
"Kepler-666 b",2.40000000,0.21411366,,,4.49876092000,"Transit",2016
"Kepler-153 b",2.92000000,0.26100000,,0.1290000000,18.87022700000,"Transit",2014
"TIC 434398831 c",5.63000000,0.50227582,,0.0657200000,6.21029100000,"Transit",2025
"EPIC 206032309 b",1.01000000,0.09010616,,,2.87814000000,"Transit",2019
"Kepler-1676 b",3.37695960,0.30127216,,,29.92210000000,"Transit",2020
"Kepler-149 d",3.96000000,0.35300000,,0.5710000000,160.01803200000,"Transit",2014
"EPIC 206215704 b",1.00000000,0.08921418,,,2.25543600000,"Transit",2019
"HD 190984 b",,,985.20000000,5.5000000000,4885.00000000000,"Radial Velocity",2009
"Kepler-1312 b",2.10000000,0.18734945,,,5.44832528600,"Transit",2016
"Kepler-605 c",0.86000000,0.07672406,,,2.35895151500,"Transit",2016
"HD 52265 b",,,384.57430000,0.5200000000,119.27000000000,"Radial Velocity",2000
"Kepler-296 b",1.61000000,0.14363458,,0.0790000000,10.86438400000,"Transit",2014
"Kepler-1726 b",2.50861954,0.22380443,,,18.39629936000,"Transit",2021
"HD 168443 b",,,2424.39508860,0.2920000000,58.11187000000,"Radial Velocity",1998
"Kepler-388 b",0.81000000,0.07200000,,0.0360000000,3.17331500000,"Transit",2014
"HD 190228 b",,,1598.67688721,2.4060000000,1143.59858000000,"Radial Velocity",2022
"Kepler-466 b",2.85000000,0.25425997,,,51.07926307000,"Transit",2016
"OGLE-2018-BLG-0962L b",,,425.89006538,3.5900000000,,"Microlensing",2021
"KMT-2023-BLG-2209L b",,,254.26272560,3.5100000000,,"Microlensing",2025
"K2-382 b",2.07200000,0.18485178,,,21.70015600000,"Transit",2022
"Kepler-1024 b",3.91000000,0.34882684,,,66.41621330000,"Transit",2016
"TOI-1634 b",1.75900000,0.15692774,4.90000000,0.0154400000,0.98934551000,"Transit",2021
"Kepler-1112 b",3.02000000,0.26942635,,,14.36267939000,"Transit",2016
"Kepler-1398 c",1.03000000,0.09189045,,,4.13827595000,"Transit",2016
"HAT-P-58 b",14.93036229,1.33200000,118.23216740,0.0499400000,4.01383790000,"Transit",2021
"Kepler-822 b",1.77000000,0.15790882,,,3.22296927300,"Transit",2016
"HD 197037 b",,,251.00000000,2.0700000000,1035.70000000000,"Radial Velocity",2012
"Kepler-285 b",1.34000000,0.12000000,,0.0360000000,2.63386700000,"Transit",2014
"EPIC 201595106 b",1.56500000,0.13962019,7.67000000,0.0177000000,0.87724000000,"Transit",2021
"Kepler-861 b",2.28000000,0.20340798,,,3.94963137500,"Transit",2016
"Kepler-1130 c",0.79239584,0.07069294,,,3.26663994800,"Transit",2021
"MOA-2022-BLG-563L b",,,127.13136280,2.1500000000,,"Microlensing",2024
"BD+49 828 b",,,508.50000000,4.2000000000,2590.00000000000,"Radial Velocity",2015
"Kepler-18 c",5.49000000,0.49000000,17.30000000,0.0752000000,7.64159000000,"Transit",2011
"Kepler-168 b",1.46000000,0.13000000,,0.0560000000,4.42539100000,"Transit",2014
"HD 28471 b",,,3.72000000,0.0420000000,3.16490000000,"Radial Velocity",2025
"GJ 1137 c",,,5.12000000,0.0835000000,9.64120000000,"Radial Velocity",2026
"HD 73256 c",,,5085.25451200,3.8000000000,2690.00000000000,"Radial Velocity",2023
"OGLE-2019-BLG-0468L b",,,1090.15143601,3.2900000000,,"Microlensing",2022
"Kepler-183 b",2.06000000,0.18400000,,0.0640000000,5.68794500000,"Transit",2014
"KMT-2021-BLG-0322L b",,,2034.10180480,,,"Microlensing",2021
"TOI-519 b",11.54525012,1.03000000,147.15455244,0.0159000000,1.26523280000,"Transit",2021
"Kepler-1316 b",3.54000000,0.31581765,,,87.97321360000,"Transit",2016
"Kepler-1335 b",1.45000000,0.12936034,,,6.26406846000,"Transit",2016
"EPIC 212624936 c",2.30000000,0.20519261,,,11.81143700000,"Transit",2021
"Kepler-1565 b",1.19000000,0.10616469,,,1.53818843700,"Transit",2016
"Kepler-1778 b",3.01665969,0.26912881,,,10.08740044000,"Transit",2021
"K2-384 e",1.34500000,0.11999307,,,9.71504300000,"Transit",2022
"Kepler-298 b",1.96000000,0.17500000,,0.0800000000,10.47546400000,"Transit",2014
"Kepler-740 b",4.57000000,0.40770809,,,3.58410121600,"Transit",2016
"Kepler-239 b",2.33000000,0.20800000,,0.0950000000,11.76305100000,"Transit",2014
"TOI-4495 b",2.48300000,0.22151880,7.70000000,0.0395700000,2.56699000000,"Transit",2026
"HD 70642 b",,,633.43519000,3.3180000000,2124.54000000000,"Radial Velocity",2003
"Kepler-1542 b",0.76000000,0.06780266,,,3.95116882000,"Transit",2016
"KMT-2021-BLG-1372L b",,,61.27000000,2.3700000000,,"Microlensing",2022
"Kepler-386 b",1.39000000,0.12400000,,0.0960000000,12.31043000000,"Transit",2014
"Kepler-471 b",14.96000000,1.33464181,,,5.01423457500,"Transit",2016
"KMT-2020-BLG-0414L b",,,1.87000000,2.0700000000,,"Microlensing",2021
"pi Men c",2.01890000,0.18011450,,,6.26783990000,"Transit",2018
"Kepler-577 b",2.55000000,0.22749576,,,25.69578251000,"Transit",2016
"Kepler-433 b",16.25000000,1.45000000,896.24000000,0.0679000000,5.33408384000,"Transit",2015
"LHS 1815 b",1.08800000,0.09706503,1.58000000,,3.81433400000,"Transit",2020
"TOI-913 b",2.45280000,0.21882454,,,11.09864400000,"Transit",2023
"TOI-1105 b",3.05823658,0.27283806,,,10.86818410933,"Transit",2026
"TOI-3353.01",2.66675550,0.23765421,,0.0601182180,4.66579650000,"Transit",2024
"Kepler-262 b",1.36000000,0.12100000,,0.1080000000,13.06085500000,"Transit",2014
"TYC 2187-512-1 b",,,104.88337431,1.2200000000,691.90000000000,"Radial Velocity",2022
"TOI-942 c",4.67000000,0.41663021,,0.0859800000,10.15627200000,"Transit",2020
"Kepler-1679 b",2.06920360,0.18460198,,,9.75376000000,"Transit",2020
"Kepler-293 c",3.83000000,0.34200000,,0.2860000000,54.15574300000,"Transit",2014
"Kepler-1055 b",1.23000000,0.10973325,,,2.29503623300,"Transit",2016
"KMT-2024-BLG-0404L b",,,8657.64580668,0.8500000000,,"Microlensing",2025
"K2-19 d",1.04400000,0.09313960,6.20000000,0.0347800000,2.50827000000,"Transit",2016
"WASP-124 b",13.89916000,1.24000000,190.69800000,0.0449000000,3.37265000000,"Transit",2016
"TOI-6884 b",10.39072511,0.92700000,8365.24367224,0.0629000000,4.80826400000,"Transit",2026
"TOI-5788 c",2.27200000,0.20269461,6.40000000,0.1197000000,16.21336200000,"Transit",2026
"Kepler-49 e",1.56000000,0.13900000,,0.1160000000,18.59610800000,"Transit",2014
"Kepler-745 b",2.16000000,0.19270229,,,9.93143556000,"Transit",2016
"GJ 674 b",,,11.09000000,0.0390000000,4.69380000000,"Radial Velocity",2007
"Kepler-551 b",2.73000000,0.24355429,,,12.37646610000,"Transit",2016
"Kepler-9 d",1.64000000,0.14600000,,0.0273000000,1.59285100000,"Transit",2010
"Kepler-1508 b",1.33000000,0.11865465,,,20.70565040000,"Transit",2016
"Kepler-59 c",1.98000000,0.17700000,,,17.98012350000,"Transit",2012
"Kepler-204 c",1.79000000,0.16000000,,0.1730000000,25.66059300000,"Transit",2014
"Kepler-1404 b",2.01000000,0.17932019,,,15.93147390000,"Transit",2016
"Kepler-1396 b",2.07000000,0.18467303,,,18.22064210000,"Transit",2016
"HD 190007 b",,,15.50000000,,11.72412800000,"Radial Velocity",2020
"TOI-1117 c",,,8.78000000,0.0534000000,4.57900000000,"Radial Velocity",2025
"KMT-2022-BLG-1818L c",,,114.41822652,12.6000000000,,"Microlensing",2026
