pl_name,pl_rade,pl_radj,pl_bmasse,pl_orbsmax,pl_orbper,discoverymethod,disc_year
"Kepler-1999 b",3.29000000,0.29351465,,0.0713000000,8.73967580000,"Transit",2023
"Kepler-1716 b",2.42476850,0.21632373,,,35.58100128000,"Transit",2021
"TOI-1601 b",14.19902343,1.26675420,387.00000000,0.0690000000,5.33175000000,"Transit",2021
"K2-241 b",2.55000000,0.22749576,,0.1567000000,26.81990000000,"Transit",2018
"Kepler-1804 b",1.59615726,0.14239986,,,12.28849983000,"Transit",2021
"Kepler-1065 b",3.73000000,0.33276831,,,3.60930890700,"Transit",2016
"HD 152843 b",3.05000000,0.27210324,9.82000000,0.1049000000,11.62071000000,"Transit",2021
"Kepler-58 c",2.86000000,0.25500000,53.00000000,,15.57415680000,"Transit",2012
"Kepler-348 b",1.52000000,0.13600000,,0.0760000000,7.05677000000,"Transit",2014
"Kepler-225 c",1.84000000,0.16400000,,0.1110000000,18.79423400000,"Transit",2014
"Kepler-1868 b",3.14950109,0.28098015,,,211.03399660000,"Transit",2021
"Kepler-381 d",1.06678650,0.09517248,,,8.25629997300,"Transit",2021
"HIP 81208 C b",,,4703.86042360,23.0400000000,104100.00000000000,"Imaging",2023
"TOI-1439 b",4.24278610,0.37851667,38.50000000,0.1920000000,27.64400000000,"Transit",2024
"HD 28471 d",,,4.91000000,0.1000000000,11.68100000000,"Radial Velocity",2025
"Kepler-1539 b",2.70000000,0.24087787,,,133.30367410000,"Transit",2016
"Kepler-657 b",3.52000000,0.31403337,,,24.54350418000,"Transit",2016
"Kepler-222 d",3.69000000,0.32900000,,0.1800000000,28.08191200000,"Transit",2014
"TOI-1630.01",2.41700000,0.21563067,,0.1011510000,12.05573473300,"Transit",2024
"Kepler-1616 b",1.02000000,0.09099830,,,6.76284377000,"Transit",2016
"Kepler-794 b",2.11000000,0.18824159,,,11.13125132000,"Transit",2016
"NGTS-21 b",14.90794433,1.33000000,750.07504052,0.0236000000,1.54338970000,"Transit",2022
"K2-264 b",2.23100000,0.19903649,,0.0502300000,5.84000200000,"Transit",2018
"ups And d",,,1313.22000000,2.5132900000,1276.46000000000,"Radial Velocity",1999
"TOI-1181 b",17.02644168,1.51900000,374.71969185,,2.10318900000,"Transit",2022
"Kepler-1759 b",0.90377910,0.08062991,,,3.72023010300,"Transit",2021
"TIC 52059926 b",10.71000000,0.95500000,5380.00000000,0.5530000000,175.53200000000,"Transit",2026
"HD 167677 b",,,905.81095995,2.8770000000,1820.00000000000,"Radial Velocity",2023
"HIP 63242 b",,,2917.56000000,0.5650000000,124.60000000000,"Radial Velocity",2013
"Kepler-83 b",2.83000000,0.25200000,,,9.77000000000,"Transit",2012
"Kepler-392 c",1.10000000,0.09800000,,0.0930000000,10.42311800000,"Transit",2014
"WASP-135 b",14.57170000,1.30000000,603.87700000,0.0243000000,1.40137940000,"Transit",2015
"K2-133 e",1.73000000,0.15434026,,0.1346000000,26.58410000000,"Transit",2019
"KOI-1831 d",1.13000000,0.10081202,2.23000000,,34.16900000000,"Transit",2018
"OGLE-2018-BLG-1647L b",,,308.29355479,1.3600000000,,"Microlensing",2022
"KOI-319 c",,,8803.84687390,,80.09900000000,"Transit Timing Variations",2014
"KOI-319 b",10.67000000,0.95191528,3178.28407000,,46.14827000000,"Transit",2014
"Kepler-349 b",1.90000000,0.17000000,,0.0650000000,5.92977800000,"Transit",2014
"TOI-1777.01",2.24600000,0.20037504,,0.1194660000,14.65011197400,"Transit",2024
"Kepler-1718 b",2.56852070,0.22914846,,,135.18800350000,"Transit",2021
"TOI-7394 B b",11.50000000,1.02000000,668.74000000,0.0191300000,1.25299500000,"Transit",2026
"TOI-5811 B b",21.96960217,1.96000000,257.44100967,0.0731000000,6.25663000000,"Transit",2026
"BD+20 2457 c",,,3963.17000000,2.0100000000,621.99000000000,"Radial Velocity",2009
"K2-395 c",3.39500000,0.30288213,,,8.49128200000,"Transit",2022
"HR 810 b",,,721.47410000,0.9200000000,302.79999000000,"Radial Velocity",1999
"K2-280 b",7.50000000,0.66910634,37.10000000,0.1461000000,19.89526000000,"Transit",2018
"K2-152 b",2.29000000,0.20430012,,0.1716000000,32.64790000000,"Transit",2018
"HD 66141 b",,,1906.90000000,1.2000000000,480.50000000000,"Radial Velocity",2012
"K2-348 c",2.67000000,0.23820186,,,12.55017100000,"Transit",2021
"Kepler-341 b",1.18000000,0.10500000,,0.0600000000,5.19552800000,"Transit",2014
"Kepler-68 c",0.97900000,0.08734068,1.30000000,0.0900800000,9.60502700000,"Transit",2013
"K2-332 b",2.20000000,0.19627119,,,17.70632000000,"Transit",2021
"Kepler-984 b",2.12000000,0.18913373,,,43.03422720000,"Transit",2016
"Kepler-1126 c",1.45000000,0.12936056,,0.6193000000,199.66876000000,"Transit",2023
"Kepler-572 b",2.58000000,0.23017218,,,17.20523483000,"Transit",2016
"Kepler-871 b",3.74000000,0.33366045,,,22.04590180000,"Transit",2016
"TOI-4511 b",2.75304932,0.24561103,,,10.98090968596,"Transit",2026
"Kepler-579 b",2.00000000,0.17842805,,,9.66857723000,"Transit",2016
"Kepler-1666 b",2.88273782,0.25718064,,,25.84760000000,"Transit",2020
"CoRoT-17 b",11.43000000,1.02000000,772.29000000,0.0461000000,3.76810000000,"Transit",2011
"K2-396 c",3.12400000,0.27870509,,,25.76051000000,"Transit",2022
"WISPIT 1 c",,,1684.49055710,840.0000000000,,"Imaging",2025
"Kepler-564 b",4.63000000,0.41306093,,,3.75083228500,"Transit",2016
"OGLE-2005-BLG-390L b",,,5.50000000,2.6000000000,3285.00000000000,"Microlensing",2005
"K2-323 b",2.10000000,0.18734945,,0.1275000000,24.93000000000,"Transit",2020
"WASP-105 b",10.76064000,0.96000000,572.09400000,0.0750000000,7.87288000000,"Transit",2017
"Kepler-1940 b",1.54732469,0.13804330,,,4.95061016100,"Transit",2021
"Kepler-366 b",1.46000000,0.13000000,,0.0450000000,3.28195900000,"Transit",2014
"CoRoT-24 b",3.70000000,0.33000000,5.70000000,0.0560000000,5.11340000000,"Transit",2014
"Kepler-150 f",3.64000000,0.32473905,,1.2400000000,637.20930000000,"Transit",2017
"Kepler-1164 b",1.12000000,0.09991971,,,3.97599768000,"Transit",2016
"Qatar-8 b",14.40356500,1.28500000,117.91493000,0.0474000000,3.71495000000,"Transit",2019
"70 Vir b",,,2357.02728000,0.4810000000,116.68800000000,"Radial Velocity",1996
"Kepler-760 b",3.06000000,0.27299491,,,8.70419416000,"Transit",2016
"TOI-4600 b",6.80000000,0.60700000,959.84178914,0.3490000000,82.68690000000,"Transit",2023
"WASP-87 b",15.52446500,1.38500000,692.86940000,0.0294600000,1.68279500000,"Transit",2016
"Kepler-127 c",2.66000000,0.23700000,,0.2000000000,29.39319500000,"Transit",2014
"Kepler-117 c",12.34100000,1.10100000,584.78000000,0.2804000000,50.79039100000,"Transit",2014
"Kepler-231 c",1.93000000,0.17200000,,0.1140000000,19.27156600000,"Transit",2014
"Kepler-914 b",1.38000000,0.12311535,,,4.40966548000,"Transit",2016
"Kepler-1480 b",1.67000000,0.14898742,,,22.12679948000,"Transit",2016
"TOI-672 b",5.31000000,0.47372729,50.90000000,0.0376000000,3.63358100000,"Transit",2023
"Kepler-1769 b",4.46500000,0.39834131,,,89.19349670000,"Transit",2021
"Kepler-1551 b",2.66000000,0.23730931,,,24.49736980000,"Transit",2016
"HD 118203 c",,,3747.19691853,6.2800000000,5103.00000000000,"Radial Velocity",2024
"Kepler-20 g",,,19.96000000,0.2055000000,34.94000000000,"Radial Velocity",2016
"Kepler-771 b",1.82000000,0.16236952,,,8.73485836000,"Transit",2016
"Kepler-164 c",2.73000000,0.24400000,,0.0970000000,10.94572300000,"Transit",2014
"KELT-10 b",15.68139100,1.39900000,215.80657000,0.0525000000,4.16627390000,"Transit",2016
"75 Cet b",,,787.89662095,1.9120000000,696.62000000000,"Radial Velocity",2012
"K2-227 b",1.66551298,0.14858712,,,13.62183200000,"Transit",2018
"GJ 4276 b",,,16.57000000,0.0820000000,13.35200000000,"Radial Velocity",2019
"Kepler-148 b",1.80000000,0.16100000,,0.0280000000,1.72936600000,"Transit",2014
"Kepler-925 b",2.34000000,0.20876082,,,33.86785310000,"Transit",2016
"HD 216435 b",,,400.40000000,2.5600000000,1311.00000000000,"Radial Velocity",2002
"HD 101581 c",0.99000000,0.08832204,,0.0573000000,6.20401000000,"Transit",2025
"HIP 113103 c",2.40000000,0.21411403,,0.1047900000,14.24564800000,"Transit",2023
"Kepler-136 c",1.99000000,0.17800000,,0.1330000000,16.39923500000,"Transit",2014
"HD 1461 b",,,6.44000000,0.0634000000,5.77152000000,"Radial Velocity",2010
"Kepler-1896 b",3.09935997,0.27650685,,,44.87020111000,"Transit",2021
"HD 174205 b",,,1334.87930940,1.7000000000,582.00000000000,"Radial Velocity",2022
"GJ 86 b",,,1404.80860000,0.1100000000,15.76491000000,"Radial Velocity",1999
"HN Peg b",11.77680000,1.05066000,6991.57000000,773.0000000000,,"Imaging",2006
"Kepler-102 f",0.86100000,0.07681341,4.30000000,0.1656000000,27.45359200000,"Transit",2014
"TOI-3688 A b",13.08088048,1.16700000,311.47183886,0.0456000000,3.24607500000,"Transit",2023
"Kepler-1029 b",1.26000000,0.11240967,,,4.41769647900,"Transit",2016
"TOI-261.02",3.34822227,0.29870890,,,13.03935862135,"Transit",2021
"TOI-2977 b",13.15934334,1.17400000,533.95172376,0.0338600000,2.35056140000,"Transit",2023
"TOI-2040 b",10.32347122,0.92100000,248.22398587,0.0473000000,3.86085760000,"Transit",2026
"TOI-262 b",2.07000000,0.18467335,,0.1630000000,11.14529000000,"Transit",2023
"TOI-128.01",2.21898000,0.19774964,,0.0538101900,4.94046810000,"Transit",2024
"TOI-261.01",3.04498630,0.27136114,,0.0347921890,3.36392540000,"Transit",2021
"TOI-209 b",2.39472090,0.21364306,,,4.37943587445,"Transit",2026
"TOI-2227 b",3.09885187,0.27646152,,,4.22175815648,"Transit",2026
"TOI-3278 b",13.89913607,1.24000000,95.34852210,0.0430000000,3.24645600000,"Transit",2026
"Kepler-1386 b",1.24000000,0.11062539,,,6.73972381000,"Transit",2016
"TOI-1232 c",,,58.48042689,0.1940000000,30.35600000000,"Transit Timing Variations",2026
"KMT-2021-BLG-1303L b",,,120.77479466,2.8900000000,,"Microlensing",2022
"GJ 3222 b",,,11.44182265,0.0910000000,10.66669000000,"Radial Velocity",2022
"K2-169 b",1.27328671,0.11359503,,,6.38080300000,"Transit",2018
"WASP-108 b",15.13212395,1.35000000,,,,"Transit",2020
"Kepler-878 b",1.93000000,0.17218307,,,25.94220330000,"Transit",2016
"HD 148156 b",,,270.14400000,2.4500000000,1027.00000000000,"Radial Velocity",2009
"HATS-23 b",20.84874000,1.86000000,467.21010000,0.0339700000,2.16051560000,"Transit",2017
"Kepler-213 b",1.62000000,0.14500000,,0.0360000000,2.46236000000,"Transit",2014
"TOI-1180 b",3.07200000,0.27406595,,0.0807990000,9.68676037800,"Transit",2024
"Kepler-790 b",2.18000000,0.19448657,,,13.73469807000,"Transit",2016
"Kepler-369 c",1.41000000,0.12600000,,0.0940000000,14.87157200000,"Transit",2014
"TOI-3362 b",12.80065596,1.14200000,1598.35905880,0.1530000000,18.09547000000,"Transit",2021
"Kepler-1911 b",1.01100000,0.09019553,,,5.99079990400,"Transit",2021
"Kepler-1328 b",0.98000000,0.08742974,,,4.52158888000,"Transit",2016
"HATS-36 b",12.92000000,1.15264520,,0.0523000000,4.17518600000,"Transit",2018
"Kepler-1345 b",2.36000000,0.21054510,,,44.61695570000,"Transit",2016
"K2-384 b",1.07600000,0.09599446,,,2.23152700000,"Transit",2022
"TOI-1064 c",2.65100000,0.23650679,2.50000000,0.0942900000,12.22657400000,"Transit",2022
"HAT-P-53 b",14.77346200,1.31800000,471.65972000,0.0315900000,1.96162410000,"Transit",2015
"HD 94771 b",,,169.00000000,3.4800000000,2164.00000000000,"Radial Velocity",2023
"Kepler-1314 b",5.11000000,0.45588366,,,5.42474928100,"Transit",2016
"HAT-P-57 b",19.50366000,1.74000000,448.14030000,,2.46530000000,"Transit",2015
"Kepler-275 c",3.38000000,0.30200000,,0.1320000000,16.08813400000,"Transit",2014
"WASP-78 b",21.63337000,1.93000000,352.79130000,,2.17518000000,"Transit",2012
"OGLE-2019-BLG-1492L b",,,37.10000000,2.7000000000,,"Microlensing",2022
"HD 164922 e",,,10.52012027,0.2292000000,41.76300000000,"Radial Velocity",2021
"Kepler-195 c",1.55000000,0.13800000,,0.1970000000,34.09686300000,"Transit",2014
"Kepler-1488 c",1.65156749,0.14734324,,,6.15826988200,"Transit",2021
"Kepler-1705 b",2.03000000,0.18110478,4.47000000,,9.03502000000,"Transit",2021
"WASP-48 b",16.81350000,1.50000000,254.26400000,,2.14363000000,"Transit",2011
"Kepler-217 b",2.23000000,0.19900000,,0.0650000000,5.37494300000,"Transit",2014
"WASP-88 b",16.36514000,1.46000000,133.48860000,,4.95400000000,"Transit",2014
"Kepler-237 c",2.08000000,0.18600000,,0.0710000000,8.10363600000,"Transit",2014
"Kepler-106 e",2.56000000,0.22800000,11.17000000,,43.84450000000,"Transit",2014
"G 196-3 b",,,8263.53858200,350.0000000000,,"Imaging",2024
"Kepler-431 c",0.66800000,0.06000000,,0.0847000000,8.70300000000,"Transit",2015
"Kepler-1542 d",0.87000000,0.07761620,,,5.99273738000,"Transit",2016
"Kepler-1909 b",1.09217411,0.09743742,,,2.39160990700,"Transit",2021
"Kepler-1477 b",1.18000000,0.10527255,,,11.55530021000,"Transit",2016
"Ross 128 b",,,1.40000000,0.0496000000,9.86580000000,"Radial Velocity",2017
"HATS-10 b",10.86152100,0.96900000,167.17858000,0.0449100000,3.31284600000,"Transit",2015
"TOI-132 b",3.42000000,0.30511196,22.40000000,0.0260000000,2.10970190000,"Transit",2020
"TOI-697 b",2.35859364,0.21041999,,,8.60788713593,"Transit",2026
"HD 28185 b",,,1859.29618095,1.0340000000,385.92000000000,"Radial Velocity",2001
"Kepler-123 c",1.48000000,0.13200000,,0.1810000000,26.69507400000,"Transit",2014
"TOI-2768 b",2.63000000,0.23463329,,0.0270000000,1.50801000000,"Transit",2024
"HIP 97166 b",2.48013380,0.22126310,19.10000000,0.0910000000,10.28891400000,"Transit",2021
"WASP-171 b",10.98482000,0.98000000,344.52772000,0.0504000000,3.81862440000,"Transit",2019
"Kepler-1254 b",1.55000000,0.13828174,,,9.99113313000,"Transit",2016
"HD 211403 b",,,1760.76937478,0.7680000000,223.80000000000,"Radial Velocity",2021
"K2-39 b",6.27704000,0.56000000,28.60470000,,4.60543000000,"Transit",2016
"HD 156668 c",,,31.49679513,1.5700000000,811.30000000000,"Radial Velocity",2021
"Kepler-396 c",5.30000000,0.47300000,17.90000000,,88.50500000000,"Transit",2013
"Kepler-483 b",3.21000000,0.28637702,,,30.22910400000,"Transit",2016
"OGLE-2018-BLG-1011L b",,,570.00000000,1.8000000000,,"Microlensing",2019
"Kepler-1459 b",1.36000000,0.12133107,,,62.86916110000,"Transit",2016
"TOI-6420 b",11.93756445,1.06500000,2606.19293740,0.0753000000,6.96150800000,"Transit",2025
"Kepler-1067 b",0.80000000,0.07137122,,,0.76212926100,"Transit",2016
"SR 12 AB c",,,4131.62000000,,,"Imaging",2010
"NGTS-16 b",14.57167491,1.30000000,211.99154747,0.0523000000,4.84532000000,"Transit",2021
"WASP-32 b",10.76064000,0.96000000,835.89290000,,2.71866000000,"Transit",2010
"WASP-110 b",13.19297028,1.17700000,154.78243421,,3.77840220000,"Transit",2021
"Kepler-346 c",3.07000000,0.27400000,,0.1680000000,23.85154900000,"Transit",2014
"K2-324 b",2.43000000,0.21679008,,0.0331000000,3.26200000000,"Transit",2020
"Kepler-1431 b",1.47000000,0.13114462,,,5.86601526000,"Transit",2016
"TOI-4145 A b",13.30506009,1.18700000,136.66621501,0.0482300000,4.06644280000,"Transit",2023
"TOI-2719 b",5.98000000,0.53350078,,,3.37594000000,"Transit",2025
"HD 202696 c",,,592.43512000,2.3420000000,946.60000000000,"Radial Velocity",2019
"KMT-2016-BLG-1397L b",,,2200.00000000,5.1000000000,,"Microlensing",2018
"HD 10180 c",,,13.22172800,0.0641200000,5.75969000000,"Radial Velocity",2010
"HD 1397 b",11.50043400,1.02600000,131.89945000,0.1097000000,11.53533000000,"Transit",2018
"K2-64 b",2.07000000,0.18467303,,0.0619000000,6.53044000000,"Transit",2016
"Kepler-541 b",3.36000000,0.29975912,,,5.08005848000,"Transit",2016
"HD 50499 c",,,931.24190000,9.0200000000,8619.90000000000,"Radial Velocity",2019
"SWEEPS-4 b",9.07900000,0.81000000,1207.70000000,0.0550000000,4.20000000000,"Transit",2006
"TOI-1680 b",1.46600000,0.13078799,,0.0314400000,4.80263450000,"Transit",2023
"K2-165 b",1.27443657,0.11369762,,,2.35499200000,"Transit",2018
"Kepler-340 b",2.53000000,0.22600000,,0.1340000000,14.84438700000,"Transit",2014
"K2-219 b",1.34762583,0.12022712,,,3.90128700000,"Transit",2018
"HD 208527 b",,,3146.40000000,2.1000000000,875.50000000000,"Radial Velocity",2012
"Kepler-1274 b",1.42000000,0.12668391,,,6.98152703000,"Transit",2016
"Kepler-1828 b",2.11598626,0.18877597,,,10.27379990000,"Transit",2021
"11 UMi b",,,4684.81420000,1.5300000000,516.21997000000,"Radial Velocity",2009
"TOI-6695 b",9.52763359,0.85000000,66.74396547,0.4020000000,80.38900000000,"Transit",2025
"Kepler-1261 b",2.26000000,0.20162370,,,48.43089910000,"Transit",2016
"HD 106906 b",,,3496.00000000,650.0000000000,,"Imaging",2013
"TOI-904 b",2.42600000,0.21643360,,0.0560000000,10.87720000000,"Transit",2023
"Kepler-1069 b",1.60000000,0.14274244,,,23.89902960000,"Transit",2016
"Kepler-315 b",3.77000000,0.33600000,,0.4020000000,96.10114100000,"Transit",2014
"HD 108202 b",,,953.48522100,3.7000000000,2990.00000000000,"Radial Velocity",2023
"Kepler-197 b",1.02000000,0.09100000,,0.0600000000,5.59930800000,"Transit",2014
"TIC 290487717 b",6.63777941,0.59218403,,,3.40081822900,"Transit",2026
"BD-08 2823 b",,,12.71320000,0.0600000000,5.60000000000,"Radial Velocity",2009
"GJ 3293 e",,,3.28000000,0.0820800000,13.25430000000,"Radial Velocity",2017
"GJ 411 b",,,2.69000000,0.0787900000,12.93940000000,"Radial Velocity",2019
"NGTS-20 b",11.99360935,1.07000000,947.12865286,0.3130000000,54.18915000000,"Transit",2022
"RR Cae b",,,1334.88600000,5.3000000000,4343.50000000000,"Eclipse Timing Variations",2012
"Kepler-111 b",1.58000000,0.14100000,,0.0460000000,3.34181500000,"Transit",2014
"HD 231701 b",,,359.14790000,0.5670000000,141.63000000000,"Radial Velocity",2007
"WASP-57 b",11.76945000,1.05000000,204.68252000,0.0376900000,2.83891856000,"Transit",2012
"TOI-1260 c",2.76000000,0.24623113,13.20000000,0.0657000000,7.49313400000,"Transit",2021
"CoRoT-3 b",11.32000000,1.01000000,6883.91000000,,4.25680000000,"Transit",2008
"Kepler-1355 b",1.46000000,0.13025248,,,1.28958811200,"Transit",2016
"Kepler-256 d",2.48000000,0.22100000,,0.0640000000,5.83917200000,"Transit",2014
"Kepler-304 e",1.20000000,0.10705683,,,1.49914695300,"Transit",2016
"8 UMi b",,,524.41687155,0.4620000000,93.31000000000,"Radial Velocity",2015
"HD 93385 d",,,8.70000000,0.2565000000,45.85000000000,"Radial Velocity",2021
"MOA-2020-BLG-135L b",,,11.30000000,1.1100000000,,"Microlensing",2022
"Kepler-994 b",1.60000000,0.14274244,,,1.15116650600,"Transit",2016
"Kepler-1925 b",3.00177922,0.26780127,,,46.71640015000,"Transit",2021
"Kepler-508 b",1.64000000,0.14631100,,,25.30889748000,"Transit",2016
"Kepler-331 d",1.64000000,0.14600000,,0.1590000000,32.13432800000,"Transit",2014
"Kepler-301 d",1.75000000,0.15600000,,0.1120000000,13.75124300000,"Transit",2014
"HD 89307 b",,,670.62130000,3.2700000000,2166.00000000000,"Radial Velocity",2009
"HD 38529 b",,,206.58846455,0.1150000000,14.30990000000,"Radial Velocity",2000
"Gl 410 b",,,8.40000000,0.0531000000,6.02000000000,"Radial Velocity",2025
"Kepler-1782 b",2.22927435,0.19888288,,,5.75622987700,"Transit",2021
"Kepler-1280 b",1.87000000,0.16683023,,,66.55790570000,"Transit",2016
"HD 215152 d",,,2.80100000,0.0879900000,10.86499000000,"Radial Velocity",2018
"TOI-2364 b",8.60849718,0.76800000,71.51139158,0.0487100000,4.01975170000,"Transit",2023
"Kepler-336 c",2.10000000,0.18700000,,0.0920000000,9.60000100000,"Transit",2014
"Kepler-1493 b",1.41000000,0.12579177,,,15.02179830000,"Transit",2016
"Kepler-1185 b",1.33000000,0.11865465,,,104.35189760000,"Transit",2016
"MOA-2022-BLG-033L b",,,12.15000000,2.1500000000,,"Microlensing",2025
"HAT-P-23 b",15.33400000,1.36800000,664.23700000,0.0232000000,1.21288400000,"Transit",2010
"TOI-1232 b",10.92875618,0.97500000,220.57291446,0.1170000000,14.25600000000,"Transit",2026
"TOI-1693 b",1.41000000,0.12579199,,0.0226000000,1.76669570000,"Transit",2022
"TOI-1716.01",3.14300000,0.28040016,,0.0804960000,8.08237655400,"Transit",2024
"Kepler-356 c",1.81000000,0.16100000,,0.1150000000,13.12163200000,"Transit",2014
"HD 23472 c",1.87000000,0.16683051,3.41000000,0.1646000000,29.79749000000,"Transit",2019
"TOI-1246 c",2.45109846,0.21867273,9.10000000,0.0610000000,5.90413700000,"Transit",2022
"TOI-2497 b",11.14172682,0.99400000,1531.93292174,0.1166000000,10.65566900000,"Transit",2023
"Kepler-173 b",1.29000000,0.11500000,,0.0480000000,4.26374200000,"Transit",2014
"K2-177 b",2.11620480,0.18879515,,,14.15518500000,"Transit",2018
"Kepler-593 b",2.87000000,0.25604425,,,21.21708973000,"Transit",2016
"Kepler-1418 b",1.66000000,0.14809528,,,22.47644250000,"Transit",2016
"Kepler-592 b",2.39000000,0.21322152,,,2.82019240800,"Transit",2016
"KMT-2021-BLG-2478L b",,,286.04556630,1.8500000000,,"Microlensing",2023
"Kepler-261 b",2.18000000,0.19400000,,0.0880000000,10.38122700000,"Transit",2014
"Kepler-534 c",1.22700000,0.10946580,,,7.37868976600,"Transit",2021
"TOI-2337 b",10.08808263,0.90000000,508.52545120,,2.99432000000,"Transit",2022
"HD 109271 c",,,24.15400000,0.1960000000,30.93000000000,"Radial Velocity",2013
"TOI-1333 b",15.64776400,1.39600000,753.25710000,0.0626000000,4.72021900000,"Transit",2021
"TOI-1438 c",2.75000000,0.24533899,10.60000000,0.0830000000,9.42808900000,"Transit",2025
